Easting,Northing,UTM Zone,X,Y,OBJECTID,ABCDMisc,ADSPermissionState,CalculatedAcres,ContainmentDateTime,ControlDateTime,DailyAcres,DiscoveryAcres,DispatchCenterID,EstimatedCostToDate,FinalFireReportApprovedByTitle,FinalFireReportApprovedByUnit,FinalFireReportApprovedDate,FireBehaviorGeneral,FireBehaviorGeneral1,FireBehaviorGeneral2,FireBehaviorGeneral3,FireCause,FireCauseGeneral,FireCauseSpecific,FireCode,FireDepartmentID,FireDiscoveryDateTime,FireMgmtComplexity,FireOutDateTime,FireStrategyConfinePercent,FireStrategyFullSuppPercent,FireStrategyMonitorPercent,FireStrategyPointZonePercent,FSJobCode,FSOverrideCode,GACC,ICS209ReportDateTime,ICS209ReportForTimePeriodFrom,ICS209ReportForTimePeriodTo,ICS209ReportStatus,IncidentManagementOrganization,IncidentName,IncidentShortDescription,IncidentTypeCategory,IncidentTypeKind,InitialLatitude,InitialLongitude,InitialResponseAcres,InitialResponseDateTime,IrwinID,IsFireCauseInvestigated,IsFireCodeRequested,IsFSAssisted,IsMultiJurisdictional,IsReimbursable,IsTrespass,IsUnifiedCommand,LocalIncidentIdentifier,PercentContained,PercentPerimeterToBeContained,POOCity,POOCounty,POODispatchCenterID,POOFips,POOJurisdictionalAgency,POOJurisdictionalUnit,POOJurisdictionalUnitParentUnit,POOLandownerCategory,POOLandownerKind,POOLegalDescPrincipalMeridian,POOLegalDescQtr,POOLegalDescQtrQtr,POOLegalDescRange,POOLegalDescSection,POOLegalDescTownship,POOPredictiveServiceAreaID,POOProtectingAgency,POOProtectingUnit,POOState,PredominantFuelGroup,PredominantFuelModel,PrimaryFuelModel,SecondaryFuelModel,TotalIncidentPersonnel,UniqueFireIdentifier,WFDSSDecisionStatus,CreatedBySystem,ModifiedBySystem,IsDispatchComplete,OrganizationalAssessment,StrategicDecisionPublishDate,CreatedOnDateTime_dt,ModifiedOnDateTime_dt,Source,GlobalID,IsCpxChild,CpxName,CpxID
725881,4663859,T10,-120.2686135,42.09432546,166143,,CERTIFIED,2415.8795,2020/09/08 06:59:59+00,2020/11/13 19:18:59+00,2993,0.1,ORLFC,5600000,,,2020/12/09 17:10:21+00,Minimal,Smoldering,Smoldering,Smoldering,Natural,Lightning,,NFL7,,2020/08/16 20:45:00+00,Type 5 Incident,2020/11/30 16:24:00+00,0,100,0,0,P6,602,NWCC,2020/09/08 20:00:00+00,2020/09/07 23:00:00+00,2020/09/08 20:00:00+00,F,Type 5 IC,Crane,"10 miles SE of Lakeview, OR",WF,FI,42.05515,-120.2684,,2020/08/16 21:00:00+00,{2D317440-5A5C-43E2-82E4-E89AE2B922DF},,0,1,0,0,0,0,200345,100,100,,Lake,ORLFC,41037,FS,ORFWF,,USFS,Federal,,,,,,,NW07,FS,ORFWF,US-OR,Timber,TL8,Timber (Litter and Understory),Brush (2 feet),0,2020-ORFWF-200345,Approved Decision,wildcad,INFORM_Inspector,0,Type 2 Incident,2020/08/17 21:25:35+00,2020/08/16 21:03:02+00,2020/12/09 17:10:19+00,IRWIN,{AFF2F394-E62D-47C4-8932-CE71F1DF264D},,,
627365,4616992,T10,-121.4694166,41.69452233,167062,,CERTIFIED,80890.9437,2020/09/01 18:59:59+00,2020/09/01 19:01:00+00,80859,0.1,CAMICC,34500000,,,2021/01/12 21:50:32+00,Active,Wind Driven Runs,Running,,Natural,Lightning,,NAX0,,2020/07/22 17:51:00+00,Type 3 Incident,2021/01/07 00:24:59+00,0,100,0,0,,,ONCC,2020/07/24 12:59:59+00,2020/07/24 06:59:59+00,2020/07/24 12:59:59+00,F,Type 3 IC,CALDWELL,"4 MILES NW TIONESTA, CA",WF,FI,41.69892,-121.477,1500,2020/07/22 17:55:00+00,{29649803-B9D9-4F8D-9A38-A0CDDC6FD2D2},,0,0,0,0,0,0,479,100,100,Tule Lake,Siskiyou,CAMICC,6093,NPS,CABNP,,NPS,Federal,,,,,,,NC06,NPS,CABNP,US-CA,Grass-Shrub,GS2,Tall Grass (2.5 feet),Brush (2 feet),38,2020-CABNP-000479,Approved Decision,wildcad,INFORM_Inspector,0,Type 4 Incident,2020/08/14 05:23:47+00,2020/07/22 18:20:18+00,2021/01/12 21:50:34+00,IRWIN,{C22F5C18-C94D-421E-8184-E24B8E6BBEF7},,,
847453,4959578,T10,-118.6140136,44.70530582,167746,,DEFAULT,2.4513,2014/07/26 15:19:00+00,2014/07/26 15:19:00+00,2,,,,,,,,,,,Natural,,,,,2014/07/23 04:22:59+00,,2014/08/06 20:09:00+00,,,,,,,NWCC,,,,,,OR-MAF-14215,,WF,FI,,,,,{58A291B5-7949-4058-9723-001D872FF787},,0,,,,,,14215,,,,Grant,,41023,,ORMAF,,USFS,Federal,,,,,,,,,ORMAF,US-OR,,,,,,2014-ORMAF-014215,,wfdss,wfdss,0,,,2014/07/23 22:02:30+00,2015/02/14 20:46:02+00,IRWIN,{785A85F6-140D-41D6-8FE0-B027A7625F40},,,
619585,5159157,T10,-121.4393475,46.57533866,168056,EK2C,DEFAULT,7.0707,,2018/09/08 21:03:00+00,133,0.3,WACCC,478240,,,,Minimal,Backing,Smoldering,Smoldering,Natural,,,,,2018/08/08 20:27:53+00,Type 5 Incident,2019/02/21 19:30:00+00,100,0,0,0,P6,603,NWCC,2018/11/02 15:59:59+00,2018/10/19 20:00:00+00,2018/11/02 15:59:59+00,F,Type 5 IC,CLEAR FORK,3 Miles SW of White Pass,WF,FI,46.57342,-121.4342,0.25,,{1C7B33BC-8BB8-4E26-B7A8-0343F300A234},,0,0,0,0,0,,521,100,100,Packwood,Lewis,WACCC,53041,FS,WAGPF,,USFS,Federal,Willamette,,,11E,33,13N,NW02,FS,WAGPF,US-WA,,,Timber (Litter and Understory),Closed Timber Litter,1,2018-WAGPF-000521,Approved Decision,wildcad,wildcad,0,,,2018/08/08 20:42:28+00,2019/02/28 17:38:21+00,IRWIN,{10066A43-22E9-4339-8A78-6DEBDC52E6E3},,,
550915,4543641,T10,-122.3942136,41.0424052,168156,,CERTIFIED,41.67,2020/07/20 13:15:00+00,2020/07/31 19:25:00+00,42,0.1,CARICC,,,,2021/01/14 19:09:56+00,,,,,Human,Other Human Cause,,M97J,,2020/07/19 22:56:00+00,,2020/07/31 19:30:00+00,,,,,P5,514,ONCC,,,,,,GIBSON,,WF,FI,41.01274,-122.4078,,,{833D5E28-A09F-40AE-AEE3-736DC278B503},,0,0,0,0,1,,1029,,,,Shasta,CARICC,6089,,,,Private,Private,,,,,,,NC04,FS,CASHF,US-CA,,,,,,2020-CASHF-001029,No Decision,wildcad,INFORM_Inspector,0,,,2020/07/19 23:04:16+00,2021/01/14 19:09:57+00,IRWIN,{0F5502EA-780E-4708-979F-DCEBDC6A1DE8},,,
923008,4967225,T10,-117.6577135,44.73331591,168469,,CERTIFIED,9.45,2020/08/26 18:00:00+00,2020/08/26 20:00:00+00,9.5,9.3,ORVAC,,,,2020/12/10 21:37:34+00,,,,,Human,Lightning,,NHK7,,2020/08/26 01:50:59+00,,2020/11/01 18:59:59+00,,,,,PD,,NWCC,,,,,,UNCLE DAN,,WF,FI,44.79797,-117.6746,,,{92D063D8-81A9-4C4B-B146-32E1516B8146},,0,1,0,1,0,,170,,,,Baker,ORVAC,41001,,,,Private,Private,,,,,,,NW11,BLM,ORVAD,US-OR,Grass-Shrub,GS1,,,,2020-ORVAD-000170,No Decision,wildcad,INFORM_Inspector,0,,,2020/08/26 04:59:46+00,2020/12/10 21:37:33+00,IRWIN,{62602998-BFD2-4EDD-B916-64A543586E73},,,
1064832,5111695,T10,-115.7145134,45.92600519,168715,,DEFAULT,2579.5928,2015/10/20 17:00:00+00,2015/10/20 18:59:59+00,6879,1,IDGVC,2000000,,,,,,,,Natural,,,J13R,,2015/08/10 23:58:00+00,Type 1 Incident,2015/11/05 21:59:59+00,,,,,,,NRCC,2015/08/28 23:00:00+00,2015/08/27 23:00:00+00,2015/08/28 23:00:00+00,F,Type 1 Team,Baldy,,WF,FI,45.488201,-115.8619,1,,{65C5F42B-77E2-4F46-91F6-DDD6F81E21F0},,0,1,0,0,0,,616,0,,Elk City,Idaho,,16049,,IDNCF,,USFS,Federal,,,,,,,NR06,,IDNCF,US-ID,,,Brush (2 feet),,268,2015-IDNCF-000616,,wildcad,wildcad,0,,,2015/08/11 18:11:58+00,2016/05/19 20:28:15+00,IRWIN,{A8C30795-6E10-4770-8254-C8016CA2BE8A},,,
1038090,5076989,T10,-116.0954134,45.63733613,169269,EKT5,CERTIFIED,27.61,2020/05/11 19:34:59+00,2020/05/11 19:34:59+00,29,0.1,IDGVC,,,,2022/01/05 18:25:06+00,,,,,Natural,Lightning,,,,2020/04/20 00:38:22+00,,2020/06/08 17:00:00+00,,,,,P1,117,NRCC,,,,,,Willow,,WF,FI,45.64951,-116.1141,,2020/04/20 15:59:59+00,{107E8557-4974-4E0F-B00A-62D09024D134},,0,1,0,0,0,,69,,,,Idaho,IDGVC,16049,FS,IDNCF,,USFS,Federal,,,,,,,NR06,FS,IDNCF,US-ID,Timber,TU5,,,,2020-IDNCF-000069,No Decision,wildcad,INFORM_Inspector,0,,,2020/04/20 20:58:52+00,2022/01/05 18:25:06+00,IRWIN,{CC28B986-4065-4FF8-9F65-EC440660B040},0,,
462105,4496638,T10,-123.4480137,40.61970508,170589,,DEFAULT,26769.4322,2015/09/13 00:59:59+00,2015/10/31 00:59:59+00,29416,0.1,CARICC,31770000,,,,,,,,Natural,,,J0MZ,,2015/08/01 23:06:59+00,Type 2 Incident,2015/10/31 00:59:59+00,,,,,P5,514,ONCC,2015/09/12 00:59:59+00,2015/09/11 00:59:59+00,2015/09/12 00:59:59+00,F,Type 2 Team,SOUTH COMPLEX,,WF,FI,40.619701,-123.447701,,,{A0137E64-0D0C-4327-9B15-B7F625775E06},,0,0,0,0,0,,2108,95,,Hyampom,Trinity,,6105,,CASHF,,,,Humboldt,SE,SW,6E,24,3N,,,CASHF,US-CA,,,Timber (Litter and Understory),,227,2015-CASHF-002108,,wildcad,wildcad,0,,,2015/08/01 23:09:15+00,2020/02/20 00:52:56+00,IRWIN,{9E5A1848-A507-42ED-8B0F-3F0913F28B4E},,,
561402,4702632,T10,-122.2530138,42.47360531,170806,,DEFAULT,63.936,2014/08/02 07:01:00+00,,42,,,522600,,,,,,,,Human,,,H9SD,,2014/07/28 18:08:00+00,,2014/10/15 20:58:00+00,,,,,,,NWCC,,,,F,,LAUNCH,,WF,FI,,,,,{DE89419D-C676-4E84-80E9-BDA578D03EA6},,0,0,0,0,0,,140326,100,,,Klamath,,41035,,ORFWF,,USFS,Federal,,,,,,,,,ORFWF,US-OR,,,,,144,2014-ORFWF-140326,,firecode,wfdss,0,,,2014/07/28 20:22:03+00,2014/10/15 22:28:56+00,IRWIN,{B0FB1F2A-BE8B-4F27-BA7D-8A1699AF0EEF},,,
621448,4508703,T10,-121.5620135,40.72030525,171766,,DEFAULT,3477.4144,2014/08/25 00:59:59+00,2014/10/03 18:59:59+00,32416,,,26334929,,,,,,,,Undetermined,,,H98S,,2014/07/31 23:03:59+00,,2014/11/17 20:00:00+00,,,,,,,ONCC,,,,F,,EILER,,WF,FI,,,,,{AC340050-5431-4BA0-AABF-997E321B9D97},,0,0,0,0,0,,3502,100,,,Shasta,,6089,,CALNF,,USFS,Federal,,,,,,,,,CALNF,US-CA,,,,,30,2014-CALNF-003502,,firecode,wfdss,0,,,2014/08/02 00:59:54+00,2014/11/17 22:52:46+00,IRWIN,{01A8ABC1-EBC9-44EA-94EA-3238BCB91877},,,
896391,4890825,T10,-118.0508104,44.06330682,171784,,DEFAULT,822.8674,2015/08/23 00:00:00+00,2015/09/15 18:00:00+00,762.4,100,ORVAC,1000000,,,,,,,,Undetermined,,,J1AG,,2015/08/10 22:24:00+00,Type 3 Incident,2015/09/15 18:00:00+00,,,,,,,NWCC,2015/08/11 18:00:00+00,2015/08/11 05:29:59+00,2015/08/11 18:00:00+00,F,Type 3 IC,Bully Creek,,WF,FI,44.063202,-118.050797,45,,{3E95CE2C-774D-4719-B148-B42DADF2A806},,0,1,0,0,0,,152,100,,Juntura,Malheur,,41045,,ORVAD,,BLM,Federal,Willamette,,,38E,27,17S,NW12,,ORVAD,US-OR,,,Brush (2 feet),,,2015-ORVAD-000152,,wildcad,wildcad,0,,,2015/08/11 02:10:04+00,2016/10/24 18:17:56+00,IRWIN,{293B73D6-D847-4426-B299-A1DA7543F7E3},,,
650038,4927992,T10,-121.1130085,44.48966474,172348,EK2G,CERTIFIED,14.82,2020/08/19 01:15:00+00,2020/08/22 23:19:59+00,13,1,ORCOC,,,,2020/08/29 18:32:17+00,,,,,Natural,Lightning,,NF68,,2020/08/17 23:49:23+00,,2020/08/29 00:14:59+00,,,,,P6,607,NWCC,,,,,,0714 RN,,WF,FI,44.0504,-121.1465,,2020/08/18 00:03:00+00,{79363BB3-6C5B-4111-9073-0B96950C17D4},,0,1,1,1,0,,714,,,,Jefferson,ORCOC,41031,FS,OROCF,,USFS,Federal,,,,,,,NW06,FS,OROCF,US-OR,Grass,GR2,,,,2020-OROCF-000714,No Decision,wildcad,INFORM_Inspector,0,,,2020/08/18 00:20:08+00,2020/08/29 18:32:17+00,IRWIN,{A9ACC76C-53C1-4F72-B0FC-1130A42C0AFE},,,
583480,4847756,T10,-121.962614,43.77815543,172390,EK2A,CERTIFIED,25.3543,2020/08/22 15:21:59+00,2020/08/27 18:53:59+00,49,0.1,ORCOC,200000,,,2020/11/20 19:41:27+00,Minimal,Isolated Torching,Creeping,Smoldering,Natural,Lightning,,,,2020/08/17 16:13:55+00,Type 4 Incident,2020/10/14 16:50:00+00,0,100,0,0,P6,601,NWCC,2020/08/22 15:30:00+00,2020/08/21 21:59:59+00,2020/08/22 15:30:00+00,F,Type 4 IC,LILY 0701 NW,18 miles W-NW of La Pine,WF,FI,43.77291,-121.9612,,2020/08/17 19:30:00+00,{BAF8D72F-064B-4A86-B5FA-9CD4F46021D1},,0,1,0,1,0,0,701,100,100,LA PINE,Deschutes,ORCOC,41017,FS,ORDEF,,USFS,Federal,,,,,,,NW04,FS,ORDEF,US-OR,Timber,TL7,Medium Logging Slash,Timber (Litter and Understory),61,2020-ORDEF-000701,Approved Decision,wildcad,INFORM_Inspector,0,Type 3 Incident,2020/08/19 20:03:40+00,2020/08/17 20:01:16+00,2020/11/20 19:41:28+00,IRWIN,{167E4B07-512E-418A-B0B6-2843CB1024ED},,,
981759,4933605,T10,-116.9510133,44.39530595,172676,,DEFAULT,286.0057,2014/08/29 02:55:59+00,2014/08/30 01:20:00+00,286,,,,,,,,,,,,,,JDG6,,2014/08/28 18:36:00+00,,2014/08/31 22:11:00+00,,,,,,,EBCC,,,,,,MONROE,,WF,FI,,,,,{F89884D5-013E-49CA-B969-1FF95E621AED},,0,0,1,0,1,,14104,,,,Washington,,16087,,,,,,,,,,,,,,IDPAF,US-ID,,,,,,2014-IDPAF-014104,,firecode,wfdss,0,,,2014/08/28 20:25:22+00,2015/01/27 19:44:44+00,IRWIN,{5CB93A8A-F5C5-4D52-B249-39BE7CD6B6A2},,,
887907,4807909,T10,-118.2160133,43.32390575,172679,,DEFAULT,4047.0453,2014/08/03 00:00:00+00,,79000,,,124000,,,,,,,,Natural,,,H8BD,,2014/07/14 03:59:59+00,,2014/08/29 14:00:00+00,,,,,,,NWCC,,,,F,,SADDLE DRAW,,WF,FI,,,,,{D7330622-5337-44D3-B4E5-A332B32B3B0C},,0,1,0,0,0,,67,100,,,Malheur,,41045,,ORVAD,,BLM,Federal,,,,,,,,,ORVAD,US-OR,,,,,99,2014-ORVAD-000067,,firecode,ics209,0,,,2014/07/14 08:27:53+00,2014/09/11 16:01:22+00,IRWIN,{4CCBF72E-8F43-434B-915B-6BD3C432666D},,,
835774,4719809,T10,-118.9100133,42.55767562,173064,,DEFAULT,87.6375,2019/08/05 03:40:00+00,2019/08/05 21:30:00+00,122,0.1,ORBIC,,,,,,,,,Natural,,,MJS3,,2019/07/30 21:46:59+00,,2019/10/17 18:59:59+00,,,,,PD,1502,NWCC,,,,,,Home Creek,,WF,FI,42.62638,-118.6839,2,,{B4DB7BF1-97A0-4B0A-9006-5B76B4063163},,0,1,0,0,0,,9065,,,,Harney,ORBIC,41025,BLM,ORBUD,,BLM,Federal,,,,,,,NW12,BLM,ORBUD,US-OR,,,,,,2019-ORBUD-009065,Approved Decision,wildcad,wildcad,0,Type 3 Incident,2019/07/31 20:46:04+00,2019/07/30 22:53:43+00,2019/10/17 18:53:33+00,IRWIN,{8C0B889F-D6C2-413E-A913-255A9540FFD9},,,
1083651,4853395,T10,-115.7690099,43.60430699,173168,,DEFAULT,28.486,2015/08/08 02:00:00+00,2015/08/10 00:00:00+00,230,0.1,IDBDC,350000,,,,,,,,Natural,,,J0Y4,,2015/08/04 20:38:00+00,Type 3 Incident,2015/09/02 15:59:59+00,,,,,,,GBCC,2015/08/09 00:00:00+00,2015/08/08 12:00:00+00,2015/08/09 00:00:00+00,F,Type 3 IC,GRAPE,,WF,FI,43.9585,-115.694397,,,{DB79DA70-99E4-4D90-AA3E-E9012F521768},,0,1,0,0,0,,821,100,,,Elmore,,16039,,IDBOF,,USFS,Federal,,,,,,,GB04,,IDBOF,US-ID,,,Short Grass (1 foot),,25,2015-IDBOF-000821,,wildcad,wildcad,0,,,2015/08/04 21:05:54+00,2016/05/12 14:20:21+00,IRWIN,{5801CCE6-C13B-4BD7-BABE-0C1C4DBECFE9},,,
685986,4468907,T10,-120.8100133,40.35000528,173206,,DEFAULT,392.1343,2018/08/02 00:59:59+00,2018/11/20 02:00:00+00,167,,,350000,,,,Minimal,Smoldering,Smoldering,Isolated Torching,Unknown,,,L1FS,,2018/07/24 22:44:59+00,Type 3 Incident,2018/12/11 15:59:59+00,0,100,0,0,,,ONCC,2018/07/31 00:59:59+00,2018/07/30 00:59:59+00,2018/07/31 00:59:59+00,F,Type 3 IC,Roxie,"Roxie Peconom Campground, 5 miles west of Susanville",WF,FI,,,,,{EB1A7D83-4375-48EA-8081-27F7298D5BF2},,0,1,1,1,0,,3881,95,100,Susanville,Lassen,CASIFC,6035,FS,CALNF,,USFS,Federal,,,,,,,NC07,,CALMU,US-CA,,,Timber (Grass and Understory),Brush (2 feet),10,2018-CALMU-003881,Approved Decision,firecode,wfdss,0,,,2018/07/24 23:32:18+00,2018/12/11 17:27:24+00,IRWIN,{2BFF687F-D759-432D-81B1-9D3738B68B98},,,
499679,4716397,T10,-123.003903,42.60000525,173219,,DEFAULT,145.6952,2019/10/31 18:59:59+00,,156,,ORRVC,4865000,,,,Minimal,Smoldering,Smoldering,Torching,Human,,,,,2019/08/02 21:00:00+00,Type 3 Incident,2019/10/31 18:59:59+00,0,100,0,0,,,NWCC,2019/08/13 18:00:00+00,2019/08/13 12:59:59+00,2019/08/13 18:00:00+00,F,Type 3 IC,E Evans Creek Fire,10 MIles NW of Sams Valley,WF,FI,,,,,{DA59983F-81B5-4100-AFF2-C7AD6A6630F5},,0,,,,,,711-107-20,100,100,,Jackson,ORRVC,41029,DOF,,,,,,,,,,,NW04,DOF,OR711S,US-OR,,,Timber (Litter and Understory),Chaparral (6 feet),15,2019-OR711S-711-107-20,Approved Decision,ics209,wfdss,0,Type 3 Incident,2019/08/04 00:22:11+00,2019/08/03 07:51:58+00,2020/03/20 19:33:10+00,IRWIN,{6E8D7688-DF39-49B6-817C-13FE01BAD40D},,,
489990,4519750,T10,-123.1187137,40.82872512,173605,,CERTIFIED,415.2747,2020/09/10 15:00:00+00,2020/11/17 21:59:59+00,413,1,CARICC,1760000,,,2021/01/14 18:52:37+00,Minimal,Smoldering,Smoldering,Isolated Torching,Human,Utilities,Power Generation/Transmission,NJJ4,,2020/09/01 09:30:00+00,Type 4 Incident,2020/11/19 23:00:00+00,0,100,0,0,P5,514,ONCC,2020/09/09 23:45:00+00,2020/09/09 00:59:59+00,2020/09/09 23:45:00+00,F,Type 4 IC,HOBO,7 Miles Northwest of Junction City,WF,FI,40.91618,-123.146,,2020/09/01 09:45:00+00,{772CF11E-1F1E-4388-8F2A-17FB5ACA53EA},1,0,0,0,0,1,0,1376,100,100,Helena CA,Trinity,CARICC,6105,FS,CASHF,,USFS,Federal,Mount Diablo,,,11W,4,34N,NC04,FS,CASHF,US-CA,Timber,TL3,Timber (Litter and Understory),Short Grass (1 foot),39,2020-CASHF-001376,Approved Decision,wildcad,INFORM_Inspector,0,Type 3 Incident,2020/09/02 23:49:45+00,2020/09/01 09:46:47+00,2021/01/14 18:52:37+00,IRWIN,{6531660A-35A8-42E1-99D2-327009E8C6C5},,,
1053278,4935989,T10,-116.0566131,44.36567603,173995,,DEFAULT,88.958,2018/07/28 21:00:00+00,2018/08/05 23:29:59+00,129,1,IDPAC,1194120,,,,Minimal,Smoldering,Smoldering,Isolated Torching,Human,,,L1CG,,2018/07/23 22:56:00+00,Type 3 Incident,2018/10/31 18:01:00+00,0,100,0,0,PN,1502,GBCC,2018/07/29 20:15:00+00,2018/07/29 12:00:00+00,2018/07/29 20:15:00+00,F,Type 3 Team,Trestle,"Four miles northeast of Smiths Ferry, ID",WF,FI,44.36567,-116.0566,,,{DCBF5D57-D746-41D3-91F6-021058BB656B},,0,1,0,1,1,,257,100,100,"Cascade, ID",Valley,IDPAC,16085,PRI,IDPRI,,,,Boise,SW,SW,3E,13,12N,GB01,FS,IDSIS,US-ID,,,Timber (Litter and Understory),Brush (2 feet),101,2018-IDSIS-000257,Approved Decision,wildcad,wildcad,0,,,2018/07/24 00:13:24+00,2018/10/31 18:07:51+00,IRWIN,{2DA37725-C3A4-4855-93C4-FBC2C57C1F31},,,
925469,4947494,T10,-117.6431104,44.5550059,174193,,DEFAULT,95867.83,2015/09/05 02:00:00+00,2015/10/27 21:30:00+00,103811,8,ORVAC,6010000,,,,,,,,Natural,,,J1BV,,2015/08/11 15:56:00+00,Type 4 Incident,2015/12/07 06:59:59+00,,,,,,,NWCC,2015/10/28 00:00:00+00,2015/10/27 12:00:00+00,2015/10/28 00:00:00+00,F,Type 4 IC,Windy Ridge,,WF,FI,44.555,-117.643097,8,,{0AC64088-2BB9-4D96-9BCE-236563185E5D},,0,1,1,0,0,,163,100,,,Baker,,41001,,ORVAD,,BLM,Federal,Willamette,NW,,41E,1,12S,NW11,,ORVAD,US-OR,,,Timber (Litter and Understory),,7,2015-ORVAD-000163,,wildcad,wildcad,0,,,2015/08/11 18:42:20+00,2016/05/25 20:23:55+00,IRWIN,{9A00E803-2A38-4D0C-89D2-968301056528},,,
875281,4843052,T10,-118.3470134,43.64570576,174395,,DEFAULT,583.246,2014/07/17 14:21:00+00,2014/07/17 14:21:00+00,9000,,,,,,,,,,,Natural,,,,,2014/07/14 04:50:00+00,,2014/07/17 14:21:00+00,,,,,,,NWCC,,,,,,Riley Field,,WF,FI,,,,,{17AFAD35-357C-4446-87BB-DC2075C1E194},,0,,,,,,4108,,,,Harney,,41025,,ORBUD,,BLM,Federal,,,,,,,,,ORBUD,US-OR,,,,,,2014-ORBUD-004108,,wfdss,wfdss,0,,,2014/07/14 18:55:49+00,2014/08/04 21:45:14+00,IRWIN,{D410F523-8C2C-4195-855C-138D4ADCA418},,,
554581,4798970,T10,-122.326613,43.34160437,175384,,DEFAULT,10.8769,2015/08/02 15:00:00+00,2015/10/31 00:59:59+00,357,10,ORRICC,1900000,,,,,,,,Natural,,,J0N8,,2015/08/02 00:52:00+00,Type 4 Incident,2015/11/03 00:59:59+00,,,,,P6,615,NWCC,2015/08/18 01:15:00+00,2015/08/17 00:00:00+00,2015/08/18 01:15:00+00,F,Type 4 IC,DL POTTER MOUNTAIN,,WF,FI,43.341599,-122.326599,50,,{8940CA40-7CB7-40CA-BFD7-112F6B008002},,0,0,0,0,0,,235,100,,Idleyld Park,Douglas,,41019,,ORUPF,,USFS,Federal,Willamette,,,4E,28,25S,NW04,,ORUPF,US-OR,,,Closed Timber Litter,,92,2015-ORUPF-000235,,wildcad,wildcad,0,,,2015/08/02 15:32:51+00,2018/08/14 01:13:48+00,IRWIN,{F034C30F-1A19-4436-B205-07203E4A183B},,,
848661,4749911,T10,-118.7349559,42.82230332,175505,,CERTIFIED,252.4264,2020/08/27 22:41:59+00,2020/08/27 22:43:00+00,236,0.1,ORBIC,500000,,,2021/01/21 17:01:21+00,Minimal,Smoldering,Backing,,Natural,Lightning,,NDN9,,2020/08/05 21:55:00+00,Type 4 Incident,2020/10/02 21:33:00+00,0,100,0,0,PD,1502,NWCC,2020/08/21 21:59:59+00,2020/08/20 15:00:00+00,2020/08/21 21:59:59+00,F,Type 4 IC,Mud Creek ,10 Miles East of Frenchglen,WF,FI,42.81448,-118.6955,236,2020/08/05 22:30:00+00,{2F3E4B18-5A82-466E-8364-D8AB7685FADF},,0,1,0,0,0,0,2074,97,100,Frenchglen,Harney,ORBIC,41025,BLM,ORBUD,,BLM,Federal,,,,,,,NW12,BLM,ORBUD,US-OR,Grass-Shrub,GS3,Brush (2 feet),Short Grass (1 foot),66,2020-ORBUD-002074,Approved Decision,wildcad,INFORM_Inspector,0,Type 2 Incident,2020/08/07 18:07:00+00,2020/08/06 02:14:55+00,2021/01/21 17:01:26+00,IRWIN,{E24D2A7E-3589-4EC3-A9E4-1B19C7E992FC},,,
781004,4526247,T10,-119.6671132,40.83913542,176414,,CERTIFIED,13600.8858,2020/08/18 22:30:00+00,2020/08/22 17:28:00+00,13606,0.1,NVCNC,4200000,,,2020/09/21 16:07:20+00,Minimal,Smoldering,Creeping,Smoldering,Natural,Lightning,,NE2H,,2020/08/12 22:15:59+00,Type 2 Incident,2020/09/02 00:59:59+00,0,100,0,0,PD,1502,GBCC,2020/08/19 22:30:00+00,2020/08/18 23:45:00+00,2020/08/19 22:30:00+00,F,Type 2 Team,Poodle,"20 miles NW of Gerlach, NV",WF,FI,40.85215,-119.6797,100,2020/08/13 01:30:00+00,{8944C2E9-D7DD-4DD2-9A82-55E61B28B780},,0,1,0,0,0,0,20215,100,100,"Gerlach, NV",Washoe,NVCNC,32031,BLM,NVWID,,BLM,Federal,,,,,,,GB14,BLM,NVWID,US-NV,Timber,TU1,Short Grass (1 foot),Brush (2 feet),156,2020-NVWID-020215,Approved Decision,wildcad,INFORM_Inspector,0,Type 2 Incident,2020/08/14 13:53:52+00,2020/08/12 23:02:16+00,2020/09/21 16:07:21+00,IRWIN,{D7730115-CCE0-486B-AEAA-E015A5931257},,,
814728,4917533,T10,-119.0517137,44.34279575,176523,,DEFAULT,0.1,2020/05/01 18:35:00+00,2020/05/01 19:02:00+00,0.1,0.1,ORJDCC,,,,,,,,,Natural,Lightning,,,,2020/04/30 13:57:55+00,,2020/05/11 17:48:59+00,,,,,,,NWCC,,,,,,Nans Rock,,WF,FI,44.35043,-119.0511,0.1,,{A3DCC30E-4289-44F2-9093-CF4949CD5F1F},,0,0,0,0,0,,20038,,,,Grant,ORJDCC,41023,DOF,OR952S,,Private,Private,,,,,,,NW11,DOF,OR952S,US-OR,Timber,,,,,2020-OR952S-020038,No Decision,wildcad,wildcad,0,,,2020/04/30 17:27:00+00,2020/08/31 04:27:32+00,IRWIN,{DD7BBE5C-793C-493E-A726-2751247923DE},,,
